CVaR,CVaR.se,p,q,b,Type
-0.02966717698765997,0.013143332907681202,0.4,-0.13280578087438383,0.2,Thm. 3.2
-0.035534842405887175,0.01313593972321051,0.4,-0.18280578087438382,0.25,Thm. 3.2
-0.0267155461055606,0.012222616750134899,0.41000000000000003,-0.005684352677963404,0.05,Thm. 3.2
-0.016605168966086804,0.01277682761350576,0.41000000000000003,-0.0317311865356716,0.1,Thm. 3.2
-0.020529776621430615,0.012816750539378962,0.41000000000000003,-0.07821255698074123,0.15,Thm. 3.2
-0.027265554849005058,0.01279589970809793,0.41000000000000003,-0.1282118478123816,0.2,Thm. 3.2
-0.03257629965974986,0.01278714610216621,0.41000000000000003,-0.17821184781238159,0.25,Thm. 3.2
-0.026569717069622977,0.011912959994889023,0.42000000000000004,-0.0035628983350181956,0.05,Thm. 3.2
-0.015917950375051084,0.012411627632122986,0.42000000000000004,-0.02757016974701261,0.1,Thm. 3.2
-0.018630767365154594,0.0124316920355953,0.42000000000000004,-0.07368869516081612,0.15,Thm. 3.2
-0.024588452360709424,0.012410071004110932,0.42000000000000004,-0.12365719932289741,0.2,Thm. 3.2
-0.029294018533666893,0.012399591018973805,0.42000000000000004,-0.17365719932289742,0.25,Thm. 3.2
-0.026363661761051593,0.01159116410970761,0.43,-0.0013872342163363041,0.05,Thm. 3.2
-0.014893532058864888,0.012039553251178723,0.43,-0.023573832896702104,0.1,Thm. 3.2
-0.016694651581286652,0.012074830339456517,0.43,-0.06898030776468572,0.15,Thm. 3.2
-0.022142868434177482,0.012052415685290861,0.43,-0.1189720996333268,0.2,Thm. 3.2
-0.025985689390361562,0.01204065025930825,0.43,-0.1689720996333268,0.25,Thm. 3.2
-0.026083299521053246,0.011272185090860495,0.44,7.842228117177982e-4,0.05,Thm. 3.2
-0.013929815622418497,0.011678042917581732,0.44,-0.019789113985258303,0.1,Thm. 3.2
-0.01477977007127922,0.011698742024825208,0.44,-0.06303130369880872,0.15,Thm. 3.2
-0.01942092554181011,0.011675947970660464,0.44,-0.11300791212383152,0.2,Thm. 3.2
-0.022688301860195347,0.011663036299028276,0.44,-0.1630079121238315,0.25,Thm. 3.2
-0.025820740293839482,0.01096621944701812,0.45,0.0028601309554352056,0.05,Thm. 3.2
-0.0128391299342674,0.011308714158106503,0.45,-0.015090772800904997,0.1,Thm. 3.2
-0.012904026294407218,0.011334380127443653,0.45,-0.056363551360062325,0.15,Thm. 3.2
-0.01698710811156694,0.011310918818637722,0.45,-0.1063215653239357,0.2,Thm. 3.2
-0.01973963775017163,0.011296540511024933,0.45,-0.1563215653239357,0.25,Thm. 3.2
-0.025560473919000237,0.010667509854162923,0.46,0.005144386730033999,0.05,Thm. 3.2
-0.011806476519661206,0.010937605164136645,0.46,-0.010408990673661994,0.1,Thm. 3.2
-0.011096812547705412,0.010975544226357133,0.46,-0.047583879836978024,0.15,Thm. 3.2
-0.014262272373375483,0.010950799659432752,0.46,-0.09753906456638801,0.2,Thm. 3.2
-0.016458946583532245,0.010934347861679867,0.46,-0.147539064566388,0.25,Thm. 3.2
-0.02543557719322783,0.010375594021210636,0.47000000000000003,0.007199476052478802,0.05,Thm. 3.2
-0.010772665004321894,0.010583572568403933,0.47000000000000003,-0.005357273148956704,0.1,Thm. 3.2
-0.009109922827173936,0.010617695648337576,0.47000000000000003,-0.03694628146630702,0.15,Thm. 3.2
-0.011804543607735727,0.010595808708055578,0.47000000000000003,-0.08677324498026201,0.2,Thm. 3.2
-0.013174653236272996,0.01057684129919782,0.47000000000000003,-0.136773244980262,0.25,Thm. 3.2
-0.025331068096196008,0.010093675595414556,0.48000000000000004,0.009501760806921403,0.05,Thm. 3.2
-0.009717762536038427,0.010237693003083677,0.48000000000000004,4.836691632787993e-4,0.1,Thm. 3.2
-0.007043480758247494,0.010267246691118509,0.48000000000000004,-0.025194252219526023,0.15,Thm. 3.2
-0.009007847482142395,0.010239778908108678,0.48000000000000004,-0.07431589894576501,0.2,Thm. 3.2
-0.009818570175457677,0.010218406304989948,0.48000000000000004,-0.124315898945765,0.25,Thm. 3.2
-0.02528725709623693,0.009818837216399,0.49,0.011630804942986003,0.05,Thm. 3.2
-0.008759804137406815,0.009889089761662865,0.49,0.0064312690116652,0.1,Thm. 3.2
-0.004869937295077067,0.009912199345157705,0.49,-0.007934844930656021,0.15,Thm. 3.2
-0.0063598179559677115,0.009885597472489144,0.49,-0.05294762381824902,0.2,Thm. 3.2
-0.006701518412372469,0.009860338285349943,0.49,-0.10294762381824901,0.25,Thm. 3.2
-0.02521655214723399,0.0095461494734338,0.5,0.013638786832836702,0.05,Thm. 3.2
-0.00780480481832334,0.009545900928477395,0.5,0.012059699327821999,0.1,Thm. 3.2
-0.0028623714815686724,0.009546906088900636,0.5,0.012928477456705972,0.15,Thm. 3.2
-0.003364943064226838,0.009550360910274334,0.5,0.017848989608563015,0.2,Thm. 3.2
-0.0030991917905105228,0.009535013926483784,0.5,-0.004608457018108997,0.25,Thm. 3.2
-0.025112080744146545,0.009277604252002355,0.51,0.015640741213730103,0.05,Thm. 3.2
-0.006786347173364586,0.009206852962297972,0.51,0.017248693122561998,0.1,Thm. 3.2
-2.7057626202413445e-4,0.009188026796663827,0.51,0.03191867439198902,0.15,Thm. 3.2
1.3642878834255109e-5,0.00921920681342199,0.51,0.07682377677020301,0.2,Thm. 3.2
0.01667085829941959,0.009261145062087283,0.51,0.126823776770203,0.25,Thm. 3.2
-0.02495298325318644,0.009008597453159925,0.52,0.017708011299532894,0.05,Thm. 3.2
-0.005791068222818206,0.008872278493423308,0.52,0.022922328247496612,0.1,Thm. 3.2
0.017444199843730315,0.008837867392438746,0.52,0.04812051568890102,0.15,Thm. 3.2
0.06197929453673333,0.008872629635907065,0.52,0.09641089704833901,0.2,Thm. 3.2
0.11163502666864229,0.008914692089661254,0.52,0.14641089704833898,0.25,Thm. 3.2
-0.024735678899876663,0.008744915434926611,0.53,0.019925083690176003,0.05,Thm. 3.2
-0.004838260048807325,0.008539367947385449,0.53,0.028252120953191406,0.1,Thm. 3.2
0.02643190044438989,0.008500092421261915,0.53,0.06138010856706502,0.15,Thm. 3.2
0.07534139671546167,0.008535151644741596,0.53,0.1109316615151758,0.2,Thm. 3.2
0.12533909760042594,0.008576815327021882,0.53,0.1609316615151758,0.25,Thm. 3.2
-0.02454451339824345,0.008481772594519843,0.54,0.022192293764410502,0.05,Thm. 3.2
-0.0038549794610917,0.008217213203869799,0.54,0.033738896446587105,0.1,Thm. 3.2
0.03282780844269423,0.008171797120091777,0.54,0.07110284275505892,0.15,Thm. 3.2
0.08383356123630992,0.00820653777859382,0.54,0.12094183636937061,0.2,Thm. 3.2
0.13383264288634655,0.008247387726331351,0.54,0.1709418363693706,0.25,Thm. 3.2
-0.024387395669000906,0.008237259852408658,0.55,0.024358766279251196,0.05,Thm. 3.2
-0.0026274519997390566,0.007891457469712603,0.55,0.03872649051338101,0.1,Thm. 3.2
0.03797356254805061,0.007854762284866125,0.55,0.07978930091643262,0.15,Thm. 3.2
0.08809325026635384,0.007888780362310643,0.55,0.12973430205894781,0.2,Thm. 3.2
0.1380910150698454,0.007928712148292431,0.55,0.1797343020589478,0.25,Thm. 3.2
-0.024188413184893846,0.007980124122499009,0.56,0.026568498121302797,0.05,Thm. 3.2
-0.0013917441616575718,0.0075762376841111475,0.56,0.043919823231657204,0.1,Thm. 3.2
0.04298003870860936,0.007548200973068123,0.56,0.08687588512141252,0.15,Thm. 3.2
0.09298689205036167,0.007580965533930299,0.56,0.13685933713961052,0.2,Thm. 3.2
0.14298543384624285,0.00761985340712759,0.56,0.1868593371396105,0.25,Thm. 3.2
-0.0240459944787147,0.007720968005229797,0.5700000000000001,0.028808437611559802,0.05,Thm. 3.2
3.02828037277726e-4,0.0072771868978283374,0.5700000000000001,0.048736257171086705,0.1,Thm. 3.2
0.0457245745482068,0.007251883641006123,0.5700000000000001,0.09334722456822092,0.15,Thm. 3.2
0.09575180472886581,0.007283333137373066,0.5700000000000001,0.1433472245682209,0.2,Thm. 3.2
0.14577903490952485,0.007321142172814966,0.5700000000000001,0.1933472245682209,0.25,Thm. 3.2
-0.02391773106378911,0.007484354660352332,0.5800000000000001,0.030954078776099098,0.05,Thm. 3.2
0.004577301627051622,0.006990964109360114,0.5800000000000001,0.053380151014082305,0.1,Thm. 3.2
0.04829918789045908,0.006962149896132475,0.5800000000000001,0.09916429392624072,0.15,Thm. 3.2
0.09830066018493692,0.006995341758553666,0.5800000000000001,0.1491642939262407,0.2,Thm. 3.2
0.14829878129912827,0.007032040003122722,0.5800000000000001,0.1991642939262407,0.25,Thm. 3.2
-0.02384706890130428,0.0072401004484838475,0.59,0.033361559096140504,0.05,Thm. 3.2
0.00799241707593262,0.006713120741763666,0.59,0.05808632240406011,0.1,Thm. 3.2
0.05308430682742782,0.006684458859176885,0.59,0.10454941490319833,0.15,Thm. 3.2
0.10311006418003238,0.006716676062953802,0.59,0.15454941490319832,0.2,Thm. 3.2
0.15310848541162234,0.00675225269506666,0.59,0.2045494149031983,0.25,Thm. 3.2
-0.023750572588782333,0.007019936307605144,0.6,0.0357084453003487,0.05,Thm. 3.2
0.008796371954415213,0.006442711905994045,0.6,0.062265241992654506,0.1,Thm. 3.2
0.05800430675636353,0.006415825594309521,0.6,0.10979986685086722,0.15,Thm. 3.2
0.10802589613803115,0.0064470738544065865,0.6,0.15979986685086722,0.2,Thm. 3.2
0.15804586517825647,0.0064815398368997254,0.6,0.2097998668508672,0.25,Thm. 3.2
-0.023528549984511406,0.006809785711965977,0.61,0.037972885564428,0.05,Thm. 3.2
0.009654686074010734,0.006176415376445447,0.61,0.0663188151046441,0.1,Thm. 3.2
0.05938667980773261,0.006155346691788345,0.61,0.11411729788023382,0.15,Thm. 3.2
0.10942081968588058,0.006185582585103888,0.61,0.16411729788023383,0.2,Thm. 3.2
0.15941815747379046,0.006218900240318629,0.61,0.21411729788023381,0.25,Thm. 3.2
-0.0230810790187636,0.006592203369944601,0.62,0.040486658039558004,0.05,Thm. 3.2
0.010366960046355529,0.005922797205314361,0.62,0.07015336853885171,0.1,Thm. 3.2
0.06010378475586005,0.0059030792287402475,0.62,0.11827416940425632,0.15,Thm. 3.2
0.11005831906466379,0.005932312001933907,0.62,0.16827416940425632,0.2,Thm. 3.2
0.16005552543829987,0.005964495289718848,0.62,0.2182741694042563,0.25,Thm. 3.2
-0.022738639419997715,0.006352445791062142,0.63,0.042812827970412456,0.05,Thm. 3.2
0.010962561395341583,0.005671096382729051,0.63,0.07401964555982099,0.1,Thm. 3.2
0.060578329854568944,0.005658837282142576,0.63,0.12264745170911473,0.15,Thm. 3.2
0.11051808541321081,0.005687097992936292,0.63,0.17264745170911472,0.2,Thm. 3.2
0.16051578613428008,0.005718182120162024,0.63,0.2226474517091147,0.25,Thm. 3.2
-0.022282121871973547,0.00616309194232639,0.64,0.04515217222218659,0.05,Thm. 3.2
0.011547394269004235,0.005437375957006398,0.64,0.0780960204098203,0.1,Thm. 3.2
0.06088877360696399,0.005421998770205081,0.64,0.12677815698892342,0.15,Thm. 3.2
0.11083585358134375,0.005449291029684625,0.64,0.1767781569889234,0.2,Thm. 3.2
0.1608339446248085,0.0054792839667619315,0.64,0.2267781569889234,0.25,Thm. 3.2
-0.021789266674445563,0.005947031330460339,0.65,0.0475828323393586,0.05,Thm. 3.2
0.011973986833826215,0.005209319203382334,0.65,0.0817686279987973,0.1,Thm. 3.2
0.06120888383019234,0.005192315192169886,0.65,0.13084163428271742,0.15,Thm. 3.2
0.11114720298836361,0.00521865272505735,0.65,0.1808416342827174,0.2,Thm. 3.2
0.16114609268572183,0.005247572199855879,0.65,0.2308416342827174,0.25,Thm. 3.2
-0.021322723165052584,0.005715785257419948,0.66,0.05006109763221618,0.05,Thm. 3.2
0.01244547834598976,0.004979177285418324,0.66,0.0855672001564106,0.1,Thm. 3.2
0.06158256089970229,0.0049694101089709205,0.66,0.1347308274710803,0.15,Thm. 3.2
0.111580808714345,0.0049948010208207255,0.66,0.1847308274710803,0.2,Thm. 3.2
0.16157666158868278,0.00502265904268454,0.66,0.2347308274710803,0.25,Thm. 3.2
-0.020754326654989972,0.0055400355850095265,0.67,0.052738079549962846,0.05,Thm. 3.2
0.013191640663672247,0.00476296583075823,0.67,0.08928404109214,0.1,Thm. 3.2
0.0629830395520208,0.004753042424369264,0.67,0.1385714764850947,0.15,Thm. 3.2
0.11297687302057563,0.004777501232829607,0.67,0.1885714764850947,0.2,Thm. 3.2
0.16297070648913048,0.004804315945046932,0.67,0.2385714764850947,0.25,Thm. 3.2
-0.020313419893844206,0.005335275699445545,0.68,0.05527823165315891,0.05,Thm. 3.2
0.014262616064106146,0.004554136715219431,0.68,0.092886665581902,0.1,Thm. 3.2
0.06384595565368309,0.004542915058581448,0.68,0.14234380014570963,0.15,Thm. 3.2
0.1138440288330499,0.004566454977045769,0.68,0.19234380014570962,0.2,Thm. 3.2
0.16384210201241672,0.004592243071949401,0.68,0.2423438001457096,0.25,Thm. 3.2
-0.0197401155024303,0.0051223990205450124,0.6900000000000001,0.0577691315554434,0.05,Thm. 3.2
0.014934269557578124,0.0043377975733051724,0.6900000000000001,0.09630633180655922,0.1,Thm. 3.2
0.0641388459931927,0.004338688106019291,0.6900000000000001,0.1458865671313101,0.15,Thm. 3.2
0.114136383915279,0.00436131511903775,0.6900000000000001,0.19588656713131009,0.2,Thm. 3.2
0.16413369588020127,0.004386086019188281,0.6900000000000001,0.24588656713131007,0.25,Thm. 3.2
-0.019317083230974766,0.004948689241194497,0.7000000000000001,0.060278806091207504,0.05,Thm. 3.2
0.015036946167946394,0.004138916430904387,0.7000000000000001,0.09945527851108478,0.1,Thm. 3.2
0.06473483371658742,0.004140109149627638,0.7000000000000001,0.14918586545925874,0.15,Thm. 3.2
0.11473156608320842,0.004161829407369774,0.7000000000000001,0.19918586545925873,0.2,Thm. 3.2
0.16472829844982947,0.004185592551252139,0.7000000000000001,0.24918586545925872,0.25,Thm. 3.2
-0.018617533772925087,0.00478080923126556,0.7100000000000001,0.0628101378427551,0.05,Thm. 3.2
0.016168108609335683,0.0039452778150944395,0.7100000000000001,0.10296976437534981,0.1,Thm. 3.2
0.0662583109441745,0.00394715792273152,0.7100000000000001,0.15277422205926672,0.15,Thm. 3.2
0.11625507353581102,0.003967999231530325,0.7100000000000001,0.2027742220592667,0.2,Thm. 3.2
0.16625183612744757,0.003990785220682345,0.7100000000000001,0.2527742220592667,0.25,Thm. 3.2
-0.018013783114741756,0.0045645907625740285,0.72,0.065345775834301,0.05,Thm. 3.2
0.017645946600808652,0.0037590397601253494,0.72,0.10635163739343628,0.1,Thm. 3.2
0.06764100164951163,0.0037593731783730697,0.72,0.1560831616793437,0.15,Thm. 3.2
0.11763931301419624,0.003779339807373666,0.72,0.20608316167934368,0.2,Thm. 3.2
0.16763762437888088,0.0038011559558340513,0.72,0.2560831616793437,0.25,Thm. 3.2
-0.017574821984754827,0.004364814096888381,0.73,0.0677529165134031,0.05,Thm. 3.2
0.019049860422649653,0.0035781972073426235,0.73,0.10960414153960156,0.1,Thm. 3.2
0.06927707613111958,0.003576679222749482,0.73,0.15946513887054478,0.15,Thm. 3.2
0.11927407355689491,0.0035957889019088184,0.73,0.20946513887054477,0.2,Thm. 3.2
0.16927107098267027,0.0036166556381596986,0.73,0.25946513887054473,0.25,Thm. 3.2
-0.017053868352132892,0.004171704153140537,0.74,0.0705992777239694,0.05,Thm. 3.2
0.020502573884729685,0.003402332250790252,0.74,0.1127975825485122,0.1,Thm. 3.2
0.07139174329401778,0.00339877664034022,0.74,0.16266257654369323,0.15,Thm. 3.2
0.12139141700519968,0.003417037441983207,0.74,0.21266257654369322,0.2,Thm. 3.2
0.17139109071638156,0.0034369655765933748,0.74,0.2626625765436932,0.25,Thm. 3.2
-0.016606216383584917,0.003952980677474994,0.75,0.0731468162427211,0.05,Thm. 3.2
0.021472705838422784,0.0032301686306686174,0.75,0.1162552884400662,0.1,Thm. 3.2
0.07312243076565511,0.003225632060714847,0.75,0.16613549526915272,0.15,Thm. 3.2
0.12312228182717874,0.003243067131069601,0.75,0.2161354952691527,0.2,Thm. 3.2
0.17312213288870237,0.003262082184514795,0.75,0.2661354952691527,0.25,Thm. 3.2
-0.016206785307277358,0.0037984366710225605,0.76,0.0758860869493405,0.05,Thm. 3.2
0.022428718314518606,0.003058406293817058,0.76,0.11942125576978481,0.1,Thm. 3.2
0.0734709960744254,0.0030568519490570545,0.76,0.16926673768989303,0.15,Thm. 3.2
0.1234700918172431,0.0030734638562515135,0.76,0.21926673768989302,0.2,Thm. 3.2
0.17346918756006077,0.003091571006366429,0.76,0.269266737689893,0.25,Thm. 3.2
-0.015768922849568594,0.003585262912599744,0.77,0.0783758396353795,0.05,Thm. 3.2
0.023283904456969318,0.0028952675560898534,0.77,0.1227355518162766,0.1,Thm. 3.2
0.07371893767120986,0.0028924586675370683,0.77,0.17265878959388073,0.15,Thm. 3.2
0.12371580645033142,0.0029082683624107467,0.77,0.22265878959388072,0.2,Thm. 3.2
0.1737133313034179,0.002925490759828244,0.77,0.2726587895938807,0.25,Thm. 3.2
-0.015278795559656007,0.003400185006539462,0.78,0.08116197635663011,0.05,Thm. 3.2
0.023918281633447808,0.0027343704273392394,0.78,0.12591858353201602,0.1,Thm. 3.2
0.07400005407844475,0.002732153095469663,0.78,0.17589008132882222,0.15,Thm. 3.2
0.12399842848140778,0.002747168425019607,0.78,0.2258900813288222,0.2,Thm. 3.2
0.17399680288437083,0.002763516239777376,0.78,0.2758900813288222,0.25,Thm. 3.2
-0.01507678729312786,0.0032429810400849833,0.79,0.08375822336090241,0.05,Thm. 3.2
0.0246049379580017,0.0025798490407880513,0.79,0.1290865744560351,0.1,Thm. 3.2
0.0744459850814839,0.00257580428194277,0.79,0.17903310385370982,0.15,Thm. 3.2
0.12444427101722645,0.002590035237316469,0.79,0.2290331038537098,0.2,Thm. 3.2
0.17444255695296898,0.0026055206559756905,0.79,0.2790331038537098,0.25,Thm. 3.2
-0.014713342985347811,0.003031155057136977,0.8,0.0866425312420621,0.05,Thm. 3.2
0.025416820487275324,0.002429249557438217,0.8,0.1322597165630371,0.1,Thm. 3.2
0.07496854664822218,0.0024233087755681365,0.8,0.18225383157483652,0.15,Thm. 3.2
0.12496795187098379,0.0024367692523415505,0.8,0.2322538315748365,0.2,Thm. 3.2
0.1749673570937454,0.0024514082117814496,0.8,0.2822538315748365,0.25,Thm. 3.2
-0.014158941202041643,0.0027874075354662018,0.81,0.0893103172126526,0.05,Thm. 3.2
0.02589599068165823,0.0022824136218844476,0.81,0.135276155930273,0.1,Thm. 3.2
0.07535200806831532,0.0022744506904118274,0.81,0.18526465208944642,0.15,Thm. 3.2
0.12535864906987257,0.0022871473933096984,0.81,0.2352646520894464,0.2,Thm. 3.2
0.17536637970379834,0.002300948679474812,0.81,0.2852646520894464,0.25,Thm. 3.2
-0.01346484481029765,0.0025873943614604473,0.8200000000000001,0.0922530178087787,0.05,Thm. 3.2
0.026545896814520648,0.0021393106427587062,0.8200000000000001,0.13854759324180532,0.1,Thm. 3.2
0.07612065810915973,0.0021292105285968897,0.8200000000000001,0.18853461832602353,0.15,Thm. 3.2
0.12611010031732364,0.002141160441949134,0.8200000000000001,0.23853461832602352,0.2,Thm. 3.2
0.17609954252548754,0.0021541428641838945,0.8200000000000001,0.2885346183260235,0.25,Thm. 3.2
-0.012665633145680744,0.0024555418128204684,0.8300000000000001,0.09517052703876691,0.05,Thm. 3.2
0.027455685389123748,0.001999757801324521,0.8300000000000001,0.1416965681298006,0.1,Thm. 3.2
0.07669529125956727,0.001987367580104844,0.8300000000000001,0.19168829118994782,0.15,Thm. 3.2
0.12669426677232729,0.001998578890799722,0.8300000000000001,0.2416882911899478,0.2,Thm. 3.2
0.17669324228508732,0.0020107525369065906,0.8300000000000001,0.2916882911899478,0.25,Thm. 3.2
-0.012107289140109997,0.002271605510757162,0.8400000000000001,0.0980660404487852,0.05,Thm. 3.2
0.028302765176951166,0.0018636928745231107,0.8400000000000001,0.1448840291402458,0.1,Thm. 3.2
0.07715386118220754,0.001848833367277462,0.8400000000000001,0.1948734080904057,0.15,Thm. 3.2
0.12715962556683394,0.0018593170465969803,0.8400000000000001,0.2448734080904057,0.2,Thm. 3.2
0.1771653899514603,0.0018706946686441516,0.8400000000000001,0.2948734080904057,0.25,Thm. 3.2
-0.011351704728026081,0.0021245286078962213,0.85,0.1012821317930081,0.05,Thm. 3.2
0.029277197587999598,0.0017045856412354868,0.85,0.1482153565313621,0.1,Thm. 3.2
0.07897997571692253,0.0017135128143692913,0.85,0.19821535653136213,0.15,Thm. 3.2
0.12898551454316481,0.0017232814433363246,0.85,0.24821535653136212,0.2,Thm. 3.2
0.1789840142111765,0.0017338773059605065,0.85,0.2982153565313621,0.25,Thm. 3.2
-0.010333117207204041,0.0020109579683180606,0.86,0.1045915082465462,0.05,Thm. 3.2
0.029803511549503885,0.0015730030359812734,0.86,0.1517462769323315,0.1,Thm. 3.2
0.0794177220836206,0.0015812934088238278,0.86,0.20174627693233152,0.15,Thm. 3.2
0.1294181204613708,0.00159035910928476,0.86,0.25174627693233154,0.2,Thm. 3.2
0.17941851883912097,0.0016001869597932316,0.86,0.30174627693233147,0.25,Thm. 3.2
-0.009395664743140207,0.001863373813226224,0.87,0.1080444884042864,0.05,Thm. 3.2
0.0309700349158601,0.0014444123425726694,0.87,0.1555641162794511,0.1,Thm. 3.2
0.08099533923846945,0.001452076810968884,0.87,0.20556411627945112,0.15,Thm. 3.2
0.13098948239097175,0.0014604520544319812,0.87,0.2555641162794511,0.2,Thm. 3.2
0.18098362554347402,0.0014695259202883628,0.87,0.3055641162794511,0.25,Thm. 3.2
-0.008469101412668472,0.0017228502483861157,0.88,0.1116738895232271,0.05,Thm. 3.2
0.032744646082048905,0.001318655866892354,0.88,0.15932522750175432,0.1,Thm. 3.2
0.08288576136277083,0.001325699526973967,0.88,0.2093252275017543,0.15,Thm. 3.2
0.13288134761073134,0.0013333910211524823,0.88,0.2593252275017543,0.2,Thm. 3.2
0.18287693385869186,0.0013417192082186228,0.88,0.3093252275017543,0.25,Thm. 3.2
-0.007736167213522162,0.0015540118472139892,0.89,0.1151591914881611,0.05,Thm. 3.2
0.03434679815651092,0.0011956412385123606,0.89,0.1630490827385418,0.1,Thm. 3.2
0.0843851123169053,0.0012020694451854582,0.89,0.21304908273854184,0.15,Thm. 3.2
0.13444401166410536,0.001209084096608802,0.89,0.26304908273854183,0.2,Thm. 3.2
0.18446048963188005,0.0012166750495111317,0.89,0.3130490827385418,0.25,Thm. 3.2
-0.006978991744979032,0.00144847613444681,0.9,0.1190789794954452,0.05,Thm. 3.2
0.034934554671363756,0.0010753283892371232,0.9,0.16719566215636972,0.1,Thm. 3.2
0.08494517097876222,0.0010811513375001034,0.9,0.2171956621563697,0.15,Thm. 3.2
0.13494158726988828,0.0010875007584419977,0.9,0.2671956621563697,0.2,Thm. 3.2
0.18493181286242838,0.0010943674884609273,0.9,0.3171956621563697,0.25,Thm. 3.2
-0.006327761270175194,0.0012892498998542006,0.91,0.1233620570402225,0.05,Thm. 3.2
0.036609348417040125,9.576170742414281e-4,0.91,0.171791437378169,0.1,Thm. 3.2
0.08670603692143525,9.628435387383724e-4,0.91,0.22179143737816903,0.15,Thm. 3.2
0.13670481436631174,9.685378923786547e-4,0.91,0.271791437378169,0.2,Thm. 3.2
0.18670359181118823,9.746919346787874e-4,0.91,0.321791437378169,0.25,Thm. 3.2
-0.0057113350849139965,0.001149565150414119,0.92,0.1277660574508137,0.05,Thm. 3.2
0.03843802913177349,8.423643961922882e-4,0.92,0.17634806211887533,0.1,Thm. 3.2
0.08853696490510549,8.469974226422572e-4,0.92,0.22634806211887532,0.15,Thm. 3.2
0.13853622126006268,8.520411903667753e-4,0.92,0.2763480621188753,0.2,Thm. 3.2
0.1885354776150199,8.574884514262648e-4,0.92,0.3263480621188753,0.25,Thm. 3.2
-0.005146784329279036,9.887324010571525e-4,0.93,0.1326603916215878,0.05,Thm. 3.2
0.03910091884412836,7.295044252657961e-4,0.93,0.181040078581188,0.1,Thm. 3.2
0.08924957910106322,7.335483533760449e-4,0.93,0.23104007858118802,0.15,Thm. 3.2
0.13924884239873211,7.37947242310878e-4,0.93,0.281040078581188,0.2,Thm. 3.2
0.18924810569640102,7.426947849304912e-4,0.93,0.331040078581188,0.25,Thm. 3.2
-0.004404642859990765,8.964986858222268e-4,0.9400000000000001,0.1382112270571593,0.05,Thm. 3.2
0.04046474494650262,6.190309955130052e-4,0.9400000000000001,0.1870105872296962,0.1,Thm. 3.2
0.09042117313434474,6.224965602515594e-4,0.9400000000000001,0.23701058722969623,0.15,Thm. 3.2
0.14041713967239453,6.262625177300381e-4,0.9400000000000001,0.2870105872296962,0.2,Thm. 3.2
0.19041310621044438,6.303234837537402e-4,0.9400000000000001,0.33701058722969623,0.25,Thm. 3.2
-0.003612386398737272,6.858357390776551e-4,0.9500000000000001,0.1448002291011489,0.05,Thm. 3.2
0.0429423219658012,5.107961071887136e-4,0.9500000000000001,0.1936862109519653,0.1,Thm. 3.2
0.09298553511236535,5.136869959170232e-4,0.9500000000000001,0.24368621095196533,0.15,Thm. 3.2
0.14302874825892944,5.168249984802462e-4,0.9500000000000001,0.29368621095196534,0.2,Thm. 3.2
0.19307196140549354,5.202056429516084e-4,0.9500000000000001,0.3436862109519653,0.25,Thm. 3.2
-0.002403382231892549,5.672651891781691e-4,0.9600000000000001,0.153304761874604,0.05,Thm. 3.2
0.04726755266214337,4.0476780071218985e-4,0.9600000000000001,0.202465705118299,0.1,Thm. 3.2
0.09730542318911117,4.070910195835276e-4,0.9600000000000001,0.252465705118299,0.15,Thm. 3.2
0.14732463516382036,4.0960926254646494e-4,0.9600000000000001,0.302465705118299,0.2,Thm. 3.2
0.19734384713852954,4.1231895628056125e-4,0.9600000000000001,0.352465705118299,0.25,Thm. 3.2
-0.0012367599398264509,4.880837906532002e-4,0.97,0.163568822086803,0.05,Thm. 3.2
0.05162162600064177,3.0080610190054023e-4,0.97,0.213259868860724,0.1,Thm. 3.2
0.10156983758242769,3.0256202168668666e-4,0.97,0.26325986886072406,0.15,Thm. 3.2
0.15156739880490427,3.044621408561549e-4,0.97,0.313259868860724,0.2,Thm. 3.2
0.2015649600273809,3.065037776004277e-4,0.97,0.36325986886072403,0.25,Thm. 3.2
-3.198037655466724e-5,3.6444654287958107e-4,0.98,0.176033009962139,0.05,Thm. 3.2
0.05423096718340302,1.9877020069835433e-4,0.98,0.225691397993915,0.1,Thm. 3.2
0.10411268968136236,1.9995268688598178e-4,0.98,0.275691397993915,0.15,Thm. 3.2
0.15410990713851747,2.0122989344616678e-4,0.98,0.325691397993915,0.2,Thm. 3.2
0.20410712459567257,2.0260002901273372e-4,0.98,0.375691397993915,0.25,Thm. 3.2
0.028483785198604717,9.806876983776608e-5,0.99,0.197178486540326,0.05,Thm. 3.2
0.07468288739617739,9.86269262406098e-5,0.99,0.247178486540326,0.1,Thm. 3.2
0.12469553006934511,9.923245010931346e-5,0.99,0.297178486540326,0.15,Thm. 3.2
0.17470817274251277,9.988447998849897e-5,0.99,0.347178486540326,0.2,Thm. 3.2
0.2247208154156804,1.005821114477972e-4,0.99,0.397178486540326,0.25,Thm. 3.2
0.09689955430152554,1.2218834655050255e-19,1,0.295391542981891,0.05,Thm. 3.2
0.14679522086747124,2.012171765130891e-19,1,0.345391542981891,0.1,Thm. 3.2
0.19669088743341687,1.73070630270735e-19,1,0.39539154298189105,0.15,Thm. 3.2
0.24658655399936252,2.315058139997103e-19,1,0.445391542981891,0.2,Thm. 3.2
0.2964822205653082,7.522492267285375e-20,1,0.49539154298189103,0.25,Thm. 3.2
