CVaR,CVaR.se,p,q,rho,type,Type,Correlation
-0.24236735046973193,0.001217289491624927,0.89,0.9191111094214882,-0.5,Thm. 3.4 bound,Thm. 3.4,-0.5
-0.19564273804444604,0.0010320452108123779,0.89,0.754797155013075,0,Thm. 3.4 bound,Thm. 3.4,0
-0.13488486151151835,8.24950002301124e-4,0.89,0.5415631018995575,0.5,Thm. 3.4 bound,Thm. 3.4,0.5
-0.054770851291853447,7.924803197080298e-4,0.89,0.26288571753087087,0.9,Thm. 3.4 bound,Thm. 3.4,0.9
-0.036527201769800524,9.790744954646343e-4,0.89,0.20088108206056765,0.95,Thm. 3.4 bound,Thm. 3.4,0.95
-0.006834722332346853,0.004012270297583583,0.89,0.09035387880419869,1,Thm. 3.4 bound,Thm. 3.4,1
-0.2664824373227699,0.0013134505327768707,0.9,1.1311173503248395,-1,Thm. 3.4 bound,Thm. 3.4,-1
-0.2290864601031993,0.0011580101937708166,0.9,0.9825700377927926,-0.5,Thm. 3.4 bound,Thm. 3.4,-0.5
-0.18476349950186965,9.833059327277252e-4,0.9,0.8065836516255307,0,Thm. 3.4 bound,Thm. 3.4,0
-0.12711795431088885,7.873181526761625e-4,0.9,0.5781417296344632,0.5,Thm. 3.4 bound,Thm. 3.4,0.5
-0.05103341040543682,7.378094193178527e-4,0.9,0.27913102300706516,0.9,Thm. 3.4 bound,Thm. 3.4,0.9
-0.03366590719722455,8.978621524875745e-4,0.9,0.21238750008656748,0.95,Thm. 3.4 bound,Thm. 3.4,0.95
-0.006503942459810535,0.0038255034485387457,0.9,0.09370187263636076,1,Thm. 3.4 bound,Thm. 3.4,1
-0.2506395253361137,0.0012431762395692574,0.91,1.2148647613112857,-1,Thm. 3.4 bound,Thm. 3.4,-1
-0.215344712516553,0.0010974778065886727,0.91,1.0550845410171399,-0.5,Thm. 3.4 bound,Thm. 3.4,-0.5
-0.17350904254250313,9.339072663311543e-4,0.91,0.865764278150283,0,Thm. 3.4 bound,Thm. 3.4,0
-0.1190882073439276,7.500574526852536e-4,0.91,0.6199148748231786,0.5,Thm. 3.4 bound,Thm. 3.4,0.5
-0.04718622136276954,6.866106224805898e-4,0.91,0.29760431075047866,0.9,Thm. 3.4 bound,Thm. 3.4,0.9
-0.03072956369182829,8.189829879285939e-4,0.91,0.2253937644766815,0.95,Thm. 3.4 bound,Thm. 3.4,0.95
-0.004385573489041342,0.003661501487886409,0.91,0.09778061097189028,1,Thm. 3.4 bound,Thm. 3.4,1
-0.23415720390279254,0.0011708965600334181,0.92,1.312274999808912,-1,Thm. 3.4 bound,Thm. 3.4,-1
-0.20104990491260197,0.0010354740497714604,0.92,1.1394002265408558,-0.5,Thm. 3.4 bound,Thm. 3.4,-0.5
-0.16180417424016874,8.837415936146873e-4,0.92,0.9345771487527419,0,Thm. 3.4 bound,Thm. 3.4,0
-0.11074260474243296,7.131974896345753e-4,0.92,0.6684941201618739,0.5,Thm. 3.4 bound,Thm. 3.4,0.5
-0.043206908604615256,6.394689520434273e-4,0.92,0.31906865801463846,0.9,Thm. 3.4 bound,Thm. 3.4,0.9
-0.027702381580345506,7.433985328998248e-4,0.92,0.24040606826977262,0.95,Thm. 3.4 bound,Thm. 3.4,0.95
-0.0033276305787659447,0.0034760907583340894,0.92,0.10247788957947135,1,Thm. 3.4 bound,Thm. 3.4,1
-0.21688722116226622,0.0010962147986380043,0.93,1.4279049022277845,-1,Thm. 3.4 bound,Thm. 3.4,-1
-0.18607370971823606,9.717272612193884e-4,0.93,1.2394892711805878,-0.5,Thm. 3.4 bound,Thm. 3.4,-0.5
-0.1495442438171767,8.326826781298814e-4,0.93,1.0162647505517555,0,Thm. 3.4 bound,Thm. 3.4,0
-0.10200745662770315,6.767907791379226e-4,0.93,0.7261526236019393,0.5,Thm. 3.4 bound,Thm. 3.4,0.5
-0.03906499534685558,5.973144516290153e-4,0.93,0.3444542431129946,0.9,Thm. 3.4 bound,Thm. 3.4,0.9
-0.024563575781509528,6.730229262022491e-4,0.93,0.2581262760521003,0.95,Thm. 3.4 bound,Thm. 3.4,0.95
-5.051020458589046e-4,0.00322263586072863,0.93,0.10790358475603037,1,Thm. 3.4 bound,Thm. 3.4,1
-0.1986245900917779,0.0010186368869493452,0.9400000000000001,1.569008501640422,-1,Thm. 3.4 bound,Thm. 3.4,-1
-0.17023868017013324,9.05909572537652e-4,0.9400000000000001,1.36165702034151,-0.5,Thm. 3.4 bound,Thm. 3.4,-0.5
-0.1365845016441995,7.805927741760765e-4,0.9400000000000001,1.115987940078563,0,Thm. 3.4 bound,Thm. 3.4,0
-0.09278072100096353,6.409044155664503e-4,0.9400000000000001,0.7965244216160158,0.5,Thm. 3.4 bound,Thm. 3.4,0.5
-0.03471645328926434,5.606067371534543e-4,0.9400000000000001,0.37543962087529137,0.9,Thm. 3.4 bound,Thm. 3.4,0.9
-0.021285285661313307,6.104912861557787e-4,0.9400000000000001,0.27966711913301084,0.95,Thm. 3.4 bound,Thm. 3.4,0.95
0.001231649208142401,0.0030406432419445954,0.9400000000000001,0.11326628133144401,1,Thm. 3.4 bound,Thm. 3.4,1
-0.1790740175150926,9.375193038742563e-4,0.9500000000000001,1.7476624214622565,-1,Thm. 3.4 bound,Thm. 3.4,-1
-0.15328920225082648,8.376092532632605e-4,0.9500000000000001,1.5163326102150114,-0.5,Thm. 3.4 bound,Thm. 3.4,-0.5
-0.12271645283385149,7.273167001107477e-4,0.9500000000000001,1.2421648156558949,0,Thm. 3.4 bound,Thm. 3.4,0
-0.08291535570837534,6.056443654938695e-4,0.9500000000000001,0.8855803083336006,0.5,Thm. 3.4 bound,Thm. 3.4,0.5
-0.030097650791277172,5.298248793302654e-4,0.9500000000000001,0.4146358647594687,0.9,Thm. 3.4 bound,Thm. 3.4,0.9
-0.017827848696645276,5.586989589515671e-4,0.9500000000000001,0.3068276283851654,0.95,Thm. 3.4 bound,Thm. 3.4,0.95
0.0031843506636055133,0.0027841834380564925,0.9500000000000001,0.11867071494869816,1,Thm. 3.4 bound,Thm. 3.4,1
-0.15778144887241402,8.520044348785604e-4,0.9600000000000001,1.9858252645823016,-1,Thm. 3.4 bound,Thm. 3.4,-1
-0.13483219212069739,7.663154555693188e-4,0.9600000000000001,1.7225260809101806,-0.5,Thm. 3.4 bound,Thm. 3.4,-0.5
-0.10761932580770697,6.727180074223916e-4,0.9600000000000001,1.4104408016691128,0,Thm. 3.4 bound,Thm. 3.4,0
-0.07218501535114806,5.711870660596776e-4,0.9600000000000001,1.0043704086487675,0.5,Thm. 3.4 bound,Thm. 3.4,0.5
-0.025109274793723442,5.051198173173997e-4,0.9600000000000001,0.4669425499102234,0.9,Thm. 3.4 bound,Thm. 3.4,0.9
-0.01412619444119674,5.191331361451782e-4,0.9600000000000001,0.34311664934079955,0.95,Thm. 3.4 bound,Thm. 3.4,0.95
0.004651532423220489,0.0024955867629478288,0.9600000000000001,0.12569192737668688,1,Thm. 3.4 bound,Thm. 3.4,1
-0.13397997595494632,7.609415781890429e-4,0.97,2.3292264547164336,-1,Thm. 3.4 bound,Thm. 3.4,-1
-0.11420367378558995,6.914230983653056e-4,0.97,2.0198393679168456,-0.5,Thm. 3.4 bound,Thm. 3.4,-0.5
-0.09075131766221459,6.167293815275486e-4,0.97,1.653072727581649,0,Thm. 3.4 bound,Thm. 3.4,0
-0.06020726793625485,5.378519175855188e-4,0.97,1.175662804229552,0.5,Thm. 3.4 bound,Thm. 3.4,0.5
-0.019582610310686286,4.8643620617279805e-4,0.97,0.5425571030288672,0.9,Thm. 3.4 bound,Thm. 3.4,0.9
-0.010065384030019175,4.918303563726726e-4,0.97,0.3956118100895778,0.95,Thm. 3.4 bound,Thm. 3.4,0.95
0.0076762476743672,0.002116804580820062,0.97,0.13446707379779632,1,Thm. 3.4 bound,Thm. 3.4,1
-0.10616522122536189,6.628567219680746e-4,0.98,2.8960811948395415,-1,Thm. 3.4 bound,Thm. 3.4,-1
-0.09010108933068725,6.123773470073374e-4,0.98,2.510688826479308,-0.5,Thm. 3.4 bound,Thm. 3.4,-0.5
-0.07104934063529673,5.596089725655125e-4,0.98,2.0536595844595453,0,Thm. 3.4 bound,Thm. 3.4,0
-0.04623134339842307,5.063097521399751e-4,0.98,1.4585616415032936,0.5,Thm. 3.4 bound,Thm. 3.4,0.5
-0.013185308196624935,4.735593674129286e-4,0.98,0.6677188386874197,0.9,Thm. 3.4 bound,Thm. 3.4,0.9
-0.0054129439755377234,4.753369844276752e-4,0.98,0.48290106392976617,0.95,Thm. 3.4 bound,Thm. 3.4,0.95
0.010528029561282667,0.001529969007752379,0.98,0.14718252482014252,1,Thm. 3.4 bound,Thm. 3.4,1
-0.07022101481638553,5.566736590036029e-4,0.99,4.1550633627241815,-1,Thm. 3.4 bound,Thm. 3.4,-1
-0.05895915695741444,5.297197450050167e-4,0.99,3.600826044013416,-0.5,Thm. 3.4 bound,Thm. 3.4,-0.5
-0.04560210175825101,5.030288374647614e-4,0.99,2.9435257815642286,0,Thm. 3.4 bound,Thm. 3.4,0
-0.028199346170163515,4.783602435640314e-4,0.99,2.0873056429178813,0.5,Thm. 3.4 bound,Thm. 3.4,0.5
-0.005002145067019134,4.6644897071238504e-4,0.99,0.947002727647609,0.9,Thm. 3.4 bound,Thm. 3.4,0.9
4.741851660561957e-4,4.6775699009432125e-4,0.99,0.6786244324434831,0.95,Thm. 3.4 bound,Thm. 3.4,0.95
0.011615147797142865,0.001095888637413583,0.99,0.166740631073683,1,Thm. 3.4 bound,Thm. 3.4,1
0.012888466356495716,4.710812107913937e-4,1,175.1720992236821,-1,Thm. 3.4 bound,Thm. 3.4,-1
0.013140829629713437,4.713104072860664e-4,1,175.1720992236821,-0.5,Thm. 3.4 bound,Thm. 3.4,-0.5
0.013393193667189097,4.715427973665716e-4,1,175.1720992236821,0,Thm. 3.4 bound,Thm. 3.4,0
0.01364555846893014,4.71778376347155e-4,1,175.1720992236821,0.5,Thm. 3.4 bound,Thm. 3.4,0.5
0.013847450860598721,4.7196913235549655e-4,1,175.1720992236821,0.9,Thm. 3.4 bound,Thm. 3.4,0.9
0.013872687443949856,4.719931200218536e-4,1,175.1720992236821,0.95,Thm. 3.4 bound,Thm. 3.4,0.95
0.013897924034943662,4.720171394867022e-4,1,175.1720992236821,1,Thm. 3.4 bound,Thm. 3.4,1
