p,q,b,CVaR,CVaR.se
0.62,0.040486658039558004,0.05,-0.031227770680825082,0.006592203369944601
0.62,0.07015336853885171,0.1,-0.03542145794171548,0.005922797205314361
0.62,0.11827416940425632,0.15000000000000002,-0.06500715115387436,0.0059030792287402475
0.62,0.16827416940425632,0.2,-0.09565231244419695,0.005932312001933907
0.62,0.2182741694042563,0.25,-0.12629747373451952,0.005964495289718848
0.63,0.0369036861524285,0,-0.024932321573212197,0.007644623124518711
0.63,0.042812827970412456,0.05,-0.030554539170784004,0.006352445791062142
0.63,0.07401964555982099,0.1,-0.03610807887423954,0.005671096382729051
0.63,0.12264745170911473,0.15000000000000002,-0.06486016694553831,0.005658837282142576
0.63,0.17264745170911472,0.2,-0.09422524631061766,0.005687097992936292
0.63,0.2226474517091147,0.25,-0.12359032567569703,0.005718182120162024
0.64,0.0385346183260235,0,-0.024436318832036206,0.007510256514098535
0.64,0.04515217222218659,0.05,-0.03125598520841897,0.00616309194232639
0.64,0.0780960204098203,0.1,-0.03679070689259291,0.005437375957006398
0.64,0.12677815698892342,0.15000000000000002,-0.06444466134509545,0.005421998770205081
0.64,0.1767781569889234,0.2,-0.09256966134509545,0.005449291029684625
0.64,0.2267781569889234,0.25,-0.12069466134509543,0.0054792839667619315
0.65,0.0399641434503182,0,-0.024569268491303017,0.007369121681564013
0.65,0.0475828323393586,0.05,-0.030393089845888916,0.005947031330460339
0.65,0.0817686279987973,0.1,-0.037478274867823146,0.005209319203382334
0.65,0.13084163428271742,0.15000000000000002,-0.06387864222358729,0.005192315192169886
0.65,0.1808416342827174,0.2,-0.09080171914666421,0.00521865272505735
0.65,0.2308416342827174,0.25,-0.11772479606974112,0.005247572199855879
0.66,0.0416882911899478,0,-0.023714958283385882,0.0072316899482408326
0.66,0.05006109763221618,0.05,-0.029544140803587218,0.005715785257419948
0.66,0.0855672001564106,0.1,-0.03741541200277375,0.004979177285418324
0.66,0.1347308274710803,0.15000000000000002,-0.06311685680012111,0.0049694101089709205
0.66,0.1847308274710803,0.2,-0.08887443255769685,0.0049948010208207255
0.66,0.2347308274710803,0.25,-0.11463200831527261,0.00502265904268454
0.67,0.0432628237117656,0,-0.023667190606907876,0.007099485451869543
0.67,0.052738079549962846,0.05,-0.029896859937973877,0.0055400355850095265
0.67,0.08928404109214,0.1,-0.037911209948551274,0.00476296583075823
0.67,0.1385714764850947,0.15000000000000002,-0.06223780610376994,0.004753042424369264
0.67,0.1885714764850947,0.2,-0.08686467177541171,0.004777501232829607
0.67,0.2385714764850947,0.25,-0.1114915374470535,0.004804315945046932
0.68,0.0448734080904057,0,-0.02186238893272528,0.006964133346032321
0.68,0.05527823165315891,0.05,-0.029963194223482464,0.005335275699445545
0.68,0.092886665581902,0.1,-0.0381196869795935,0.004554136715219431
0.68,0.14234380014570963,0.15000000000000002,-0.06123949646706421,0.004542915058581448
0.68,0.19234380014570962,0.2,-0.08476890823177008,0.004566454977045769
0.68,0.2423438001457096,0.25,-0.10829831999647596,0.004592243071949401
0.6900000000000001,0.0466195495674837,0,-0.020768118192871405,0.006800937682724353
0.6900000000000001,0.0577691315554434,0.05,-0.027553489613756817,0.0051223990205450124
0.6900000000000001,0.09630633180655922,0.1,-0.037550990092723044,0.0043377975733051724
0.6900000000000001,0.1458865671313101,0.15000000000000002,-0.06005764646842708,0.004338688106019291
0.6900000000000001,0.19588656713131009,0.2,-0.08252141458436911,0.00436131511903775
0.6900000000000001,0.24588656713131007,0.25,-0.10498518270031112,0.004386086019188281
0.7000000000000001,0.0482153565313621,0,-0.019960557210688717,0.006663022662403427
0.7000000000000001,0.060278806091207504,0.05,-0.02828629302791401,0.004948689241194497
0.7000000000000001,0.09945527851108478,0.1,-0.037187107120437164,0.004138916430904387
0.7000000000000001,0.14918586545925874,0.15000000000000002,-0.05870399798831166,0.004140109149627638
0.7000000000000001,0.19918586545925873,0.2,-0.08013256941688308,0.004161829407369774
0.7000000000000001,0.24918586545925872,0.25,-0.10156114084545449,0.004185592551252139
0.7100000000000001,0.0500282929707532,0,-0.021272091127468053,0.00655889133509338
0.7100000000000001,0.0628101378427551,0.05,-0.027295366348888347,0.00478080923126556
0.7100000000000001,0.10296976437534981,0.1,-0.0370248227731344,0.0039452778150944395
0.7100000000000001,0.15277422205926672,0.15000000000000002,-0.0574136085250139,0.00394715792273152
0.7100000000000001,0.2027742220592667,0.2,-0.07783614373628149,0.003967999231530325
0.7100000000000001,0.2527742220592667,0.25,-0.09825867894754908,0.003990785220682345
0.72,0.0517462769323315,0,-0.021999030424680294,0.006407690698134363
0.72,0.065345775834301,0.05,-0.026593837833971904,0.0045645907625740285
0.72,0.10635163739343628,0.1,-0.036602974559564815,0.0037590397601253494
0.72,0.1560831616793437,0.15000000000000002,-0.05595072448238994,0.0037593731783730697
0.72,0.20608316167934368,0.2,-0.07539516892683437,0.003779339807373666
0.72,0.2560831616793437,0.25,-0.09483961337127883,0.0038011559558340513
0.73,0.0535356330519602,0,-0.0218169234833951,0.0062953277039093855
0.73,0.0677529165134031,0.05,-0.025260463050980567,0.004364814096888381
0.73,0.10960414153960156,0.1,-0.03599086548125615,0.0035781972073426235
0.73,0.15946513887054478,0.15000000000000002,-0.05446427747079944,0.003576679222749482
0.73,0.20946513887054477,0.2,-0.07295742815573095,0.0035957889019088184
0.73,0.25946513887054473,0.25,-0.09145057884066243,0.0036166556381596986
0.74,0.0555641162794511,0,-0.022286926500417525,0.00616757786607933
0.74,0.0705992777239694,0.05,-0.02533023921050234,0.004171704153140537
0.74,0.1127975825485122,0.1,-0.03529333891163038,0.003402332250790252
0.74,0.16266257654369323,0.15000000000000002,-0.05286176170476854,0.00339877664034022
0.74,0.21266257654369322,0.2,-0.07042932927233611,0.003417037441983207
0.74,0.2626625765436932,0.25,-0.08799689683990367,0.0034369655765933748
0.75,0.0572622331679653,0,-0.022411384829602483,0.006067728186841491
0.75,0.0731468162427211,0.05,-0.02390528709467839,0.003952980677474994
0.75,0.1162552884400662,0.1,-0.034748409976497786,0.0032301686306686174
0.75,0.16613549526915272,0.15000000000000002,-0.051308541705318185,0.003225632060714847
0.75,0.2161354952691527,0.2,-0.06797520837198485,0.003243067131069601
0.75,0.2661354952691527,0.25,-0.08464187503865152,0.003262082184514795
0.76,0.0593252275017543,0,-0.021206102538416583,0.005939693316891306
0.76,0.0758860869493405,0.05,-0.023794569800818774,0.0037984366710225605
0.76,0.11942125576978481,0.1,-0.03415447565006807,0.003058406293817058
0.76,0.16926673768989303,0.15000000000000002,-0.04959690553790364,0.0030568519490570545
0.76,0.21926673768989302,0.2,-0.06538637922211417,0.0030734638562515135
0.76,0.269266737689893,0.25,-0.08117585290632469,0.003091571006366429
0.77,0.0613502806077543,0,-0.01867160841607611,0.005765662145217828
0.77,0.0783758396353795,0.05,-0.022373564860430017,0.003585262912599744
0.77,0.1227355518162766,0.1,-0.03325457531142555,0.0028952675560898534
0.77,0.17265878959388073,0.15000000000000002,-0.04792630061215193,0.0028924586675370683
0.77,0.22265878959388072,0.2,-0.06286136554721687,0.0029082683624107467
0.77,0.2726587895938807,0.25,-0.07779643048228178,0.002925490759828244
0.78,0.0630490827385418,0,-0.018774596915635336,0.005654943809280824
0.78,0.08116197635663011,0.05,-0.020897800043350383,0.003400185006539462
0.78,0.12591858353201602,0.1,-0.03248607098623371,0.0027343704273392394
0.78,0.17589008132882222,0.15000000000000002,-0.04616621340850934,0.002732153095469663
0.78,0.2258900813288222,0.2,-0.06026877751107345,0.002747168425019607
0.78,0.2758900813288222,0.25,-0.07437134161363754,0.002763516239777376
0.79,0.0650686766716521,0,-0.017605183686070235,0.005480397898738142
0.79,0.08375822336090241,0.05,-0.020159013507944343,0.0032429810400849833
0.79,0.1290865744560351,0.1,-0.03147520709220141,0.0025798490407880513
0.79,0.17903310385370982,0.15000000000000002,-0.044345416553300564,0.00257580428194277
0.79,0.2290331038537098,0.2,-0.05763655579380689,0.002590035237316469
0.79,0.2790331038537098,0.25,-0.0709276950343132,0.0026055206559756905
0.8,0.0671956621563697,0,-0.01812152957904486,0.005304650289673398
0.8,0.0866425312420621,0.05,-0.019460690784609037,0.003031155057136977
0.8,0.1322597165630371,0.1,-0.03040838698025066,0.002429249557438217
0.8,0.18225383157483652,0.15000000000000002,-0.04251099035540958,0.0024233087755681365
0.8,0.2322538315748365,0.2,-0.05501099035540957,0.0024367692523415505
0.8,0.2822538315748365,0.25,-0.06751099035540957,0.0024514082117814496
0.81,0.0693602874923737,0,-0.017470018221858896,0.00513858214771039
0.81,0.0893103172126526,0.05,-0.018005687398966044,0.0027874075354662018
0.81,0.135276155930273,0.1,-0.02925457339910824,0.0022824136218844476
0.81,0.18526465208944642,0.15000000000000002,-0.04059309699739155,0.0022744506904118274
0.81,0.2352646520894464,0.2,-0.05232149205911994,0.0022871473933096984
0.81,0.2852646520894464,0.25,-0.06404988712084833,0.002300948679474812
0.8200000000000001,0.071791437378169,0,-0.015103683266262113,0.004964378876847523
0.8200000000000001,0.0922530178087787,0.05,-0.016576036422816607,0.0025873943614604473
0.8200000000000001,0.13854759324180532,0.1,-0.028110036681797318,0.0021393106427587062
0.8200000000000001,0.18853461832602353,0.15000000000000002,-0.03870543252574214,0.0021292105285968897
0.8200000000000001,0.23853461832602352,0.2,-0.04968104228183969,0.002141160441949134
0.8200000000000001,0.2885346183260235,0.25,-0.06065665203793725,0.0021541428641838945
0.8300000000000001,0.0740266985061756,0,-0.013930724938281626,0.004850588608866806
0.8300000000000001,0.09517052703876691,0.05,-0.01591381921453845,0.0024555418128204684
0.8300000000000001,0.1416965681298006,0.1,-0.026893974095249133,0.001999757801324521
0.8300000000000001,0.19168829118994782,0.15000000000000002,-0.03676064045331015,0.001987367580104844
0.8300000000000001,0.2416882911899478,0.2,-0.047001604308731834,0.001998578890799722
0.8300000000000001,0.2916882911899478,0.25,-0.05724256816415352,0.0020107525369065906
0.8400000000000001,0.0763480621188753,0,-0.012274530924895824,0.0047046730601141
0.8400000000000001,0.0980660404487852,0.05,-0.015302442147155084,0.002271605510757162
0.8400000000000001,0.1448840291402458,0.1,-0.025639217857107228,0.0018636928745231107
0.8400000000000001,0.1948734080904057,0.15000000000000002,-0.03479305484518237,0.001848833367277462
0.8400000000000001,0.2448734080904057,0.2,-0.04431686436899189,0.0018593170465969803
0.8400000000000001,0.2948734080904057,0.25,-0.0538406738928014,0.0018706946686441516
0.85,0.0785693978140113,0,-0.011506084796256892,0.004488115566456429
0.85,0.1012821317930081,0.05,-0.015131090063828428,0.0021245286078962213
0.85,0.1482153565313621,0.1,-0.024000968184381882,0.0017045856412354868
0.85,0.19821535653136213,0.15000000000000002,-0.032824497596146585,0.0017135128143692913
0.85,0.24821535653136212,0.2,-0.041648027007911294,0.0017232814433363246
0.85,0.2982153565313621,0.25,-0.050471556419676,0.0017338773059605065
0.86,0.081040078581188,0,-0.010893632398764628,0.004367983454893912
0.86,0.1045915082465462,0.05,-0.01473759172541853,0.0020109579683180606
0.86,0.1517462769323315,0.1,-0.0227152290105566,0.0015730030359812734
0.86,0.20174627693233152,0.15000000000000002,-0.030854763894277527,0.0015812934088238278
0.86,0.25174627693233154,0.2,-0.03899429877799847,0.00159035910928476
0.86,0.30174627693233147,0.25,-0.04713383366171938,0.0016001869597932316
0.87,0.0841376517814535,0,-0.011242518637139943,0.004198428708748783
0.87,0.1080444884042864,0.05,-0.014122487105288625,0.001863373813226224
0.87,0.1555641162794511,0.1,-0.021420749421164238,0.0014444123425726694
0.87,0.20556411627945112,0.15000000000000002,-0.02889201378898033,0.001452076810968884
0.87,0.2555641162794511,0.2,-0.036363278156796415,0.0014604520544319812
0.87,0.3055641162794511,0.25,-0.04383454252461252,0.0014695259202883628
0.88,0.0870105872296962,0,-0.013269965092674151,0.004097363399684847
0.88,0.1116738895232271,0.05,-0.013326874964907387,0.0017228502483861157
0.88,0.15932522750175432,0.1,-0.020061185092984938,0.001318655866892354
0.88,0.2093252275017543,0.15000000000000002,-0.026879366911166745,0.001325699526973967
0.88,0.2593252275017543,0.2,-0.03369754872934857,0.0013333910211524823
0.88,0.3093252275017543,0.25,-0.04051573054753038,0.0013417192082186228
0.89,0.0903416025066373,0,-0.013224028918155467,0.003972571464337383
0.89,0.1151591914881611,0.05,-0.012435713483469873,0.0015540118472139892
0.89,0.1630490827385418,0.1,-0.01864304874650315,0.0011956412385123606
0.89,0.21304908273854184,0.15000000000000002,-0.024822824027402022,0.0012020694451854582
0.89,0.26304908273854183,0.2,-0.0310025993083009,0.001209084096608802
0.89,0.3130490827385418,0.25,-0.03718237458919977,0.0012166750495111317
0.9,0.0936862109519653,0,-0.012774522431422979,0.003785273464932734
0.9,0.1190789794954452,0.05,-0.01192494467575623,0.00144847613444681
0.9,0.16719566215636972,0.1,-0.017220643555907956,0.0010753283892371232
0.9,0.2171956621563697,0.15000000000000002,-0.022776199111463502,0.0010811513375001034
0.9,0.2671956621563697,0.2,-0.028331754667019055,0.0010875007584419977
0.9,0.3171956621563697,0.25,-0.03388731022257461,0.0010943674884609273
0.91,0.097780753302068,0,-0.011193839397075548,0.0036214660801516013
0.91,0.1233620570402225,0.05,-0.01058315000763673,0.0012892498998542006
0.91,0.171791437378169,0.1,-0.015782792362909203,9.576170742414281e-4
0.91,0.22179143737816903,0.15000000000000002,-0.020727847307964144,9.628435387383724e-4
0.91,0.271791437378169,0.2,-0.02567290225301909,9.685378923786547e-4
0.91,0.321791437378169,0.25,-0.030617957198074027,9.746919346787874e-4
0.92,0.102465705118299,0,-0.010828548108195724,0.0034354565483793046
0.92,0.1277660574508137,0.05,-0.009554710209898346,0.001149565150414119
0.92,0.17634806211887533,0.1,-0.01427288625788497,8.423643961922882e-4
0.92,0.22634806211887532,0.15000000000000002,-0.018620712344841483,8.469974226422572e-4
0.92,0.2763480621188753,0.2,-0.022968538431798,8.520411903667753e-4
0.92,0.3263480621188753,0.25,-0.027316364518754518,8.574884514262648e-4
0.93,0.10789282682276,0,-0.008791787075683325,0.003187754906974763
0.93,0.1326603916215878,0.05,-0.008411964107551101,9.887324010571525e-4
0.93,0.181040078581188,0.1,-0.012707650096730413,7.295044252657961e-4
0.93,0.23104007858118802,0.15000000000000002,-0.016471090956945458,7.335483533760449e-4
0.93,0.281040078581188,0.2,-0.020234531817160513,7.37947242310878e-4
0.93,0.331040078581188,0.25,-0.02399797267737556,7.426947849304912e-4
0.9400000000000001,0.113259868860724,0,-0.007519132643312064,0.002997602208949933
0.9400000000000001,0.1382112270571593,0.05,-0.007617843197998875,8.964986858222268e-4
0.9400000000000001,0.1870105872296962,0.1,-0.011157492579350933,6.190309955130052e-4
0.9400000000000001,0.23701058722969623,0.15000000000000002,-0.014348981941053053,6.224965602515594e-4
0.9400000000000001,0.2870105872296962,0.2,-0.017540471302755177,6.262625177300381e-4
0.9400000000000001,0.33701058722969623,0.25,-0.020731960664457302,6.303234837537402e-4
0.9500000000000001,0.118666122455913,0,-0.006234627782483305,0.00273999937814333
0.9500000000000001,0.1448002291011489,0.05,-0.0066395101918428874,6.858357390776551e-4
0.9500000000000001,0.1936862109519653,0.1,-0.009551386357829844,5.107961071887136e-4
0.9500000000000001,0.24368621095196533,0.15000000000000002,-0.012182965305198256,5.136869959170232e-4
0.9500000000000001,0.29368621095196534,0.2,-0.014814544252566675,5.168249984802462e-4
0.9500000000000001,0.3436862109519653,0.25,-0.017446123199935087,5.202056429516084e-4
0.9600000000000001,0.125691397993915,0,-0.005541110372282004,0.002448323522110407
0.9600000000000001,0.153304761874604,0.05,-0.005757794256695694,5.672651891781691e-4
0.9600000000000001,0.202465705118299,0.1,-0.007927326456879194,4.0476780071218985e-4
0.9600000000000001,0.252465705118299,0.15000000000000002,-0.010010659790212515,4.070910195835276e-4
0.9600000000000001,0.302465705118299,0.2,-0.012093993123545846,4.0960926254646494e-4
0.9600000000000001,0.352465705118299,0.25,-0.014177326456879174,4.1231895628056125e-4
0.97,0.134475275456406,0,-0.003048325196315335,0.002055603663906557
0.97,0.163568822086803,0.05,-0.0046744433215597896,4.880837906532002e-4
0.97,0.213259868860724,0.1,-0.0062180411971399854,3.0080610190054023e-4
0.97,0.26325986886072406,0.15000000000000002,-0.0077644329497172995,3.0256202168668666e-4
0.97,0.313259868860724,0.2,-0.009310824702294624,3.044621408561549e-4
0.97,0.36325986886072403,0.25,-0.010857216454871945,3.065037776004277e-4
0.98,0.147178486540326,0,-0.0012301907256458964,0.0014540676969313387
0.98,0.176033009962139,0.05,-0.003663954701451101,3.6444654287958107e-4
0.98,0.225691397993915,0.1,-0.004356765874300355,1.9877020069835433e-4
0.98,0.275691397993915,0.15000000000000002,-0.005377174037565656,1.9995268688598178e-4
0.98,0.325691397993915,0.2,-0.006397582200830963,2.0122989344616678e-4
0.98,0.375691397993915,0.25,-0.007417990364096268,2.0260002901273372e-4
0.99,0.166711078547926,0,-0.0011229247968908523,9.910797746857504e-4
0.99,0.197178486540326,0.05,-0.0018683698624962417,9.806876983776608e-5
0.99,0.247178486540326,0.1,-0.0023734203675467532,9.86269262406098e-5
0.99,0.297178486540326,0.15000000000000002,-0.0028784708725972546,9.923245010931346e-5
0.99,0.347178486540326,0.2,-0.003383521377647761,9.988447998849897e-5
0.99,0.397178486540326,0.25,-0.003888571882698264,1.005821114477972e-4
1,0.245391542981891,0,0,0
1,0.295391542981891,0.05,5.938432820599964e-19,1.2218834655050255e-19
1,0.345391542981891,0.1,-3.388900589316529e-18,2.012171765130891e-19
1,0.39539154298189105,0.15000000000000002,3.7844050915013247e-19,1.73070630270735e-19
1,0.445391542981891,0.2,-1.5524727160856456e-18,2.315058139997103e-19
1,0.49539154298189103,0.25,1.6530620084837622e-20,7.522492267285375e-20
